customerid,churn_probability,actual_churn,tenure,contract,internetservice,monthlycharges,paymentmethod,risk_tier,intervention
9231-ZJYAM,0.8946175943492577,1,4,Month-to-month,Fiber optic,78.85,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
6615-NGGZJ,0.8945264097510418,1,14,Month-to-month,Fiber optic,100.55,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7548-SEPYI,0.8944184212886241,1,5,Month-to-month,Fiber optic,96.25,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
1579-KLYDT,0.8944007708106256,1,7,Month-to-month,Fiber optic,90.45,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9189-JWSHV,0.8943476829752127,1,24,Month-to-month,Fiber optic,93.55,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7156-MHUGY,0.89423783165836,1,13,Month-to-month,Fiber optic,90.5,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7330-WZLNC,0.8941531339005615,1,5,Month-to-month,Fiber optic,90.8,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4273-MBHYA,0.8939390492596481,0,1,Month-to-month,Fiber optic,89.35,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0094-OIFMO,0.8937617200183517,1,11,Month-to-month,Fiber optic,95.0,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
3387-VATUS,0.8934150620823519,1,5,Month-to-month,Fiber optic,94.85,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
6979-ZNSFF,0.8933808601859956,1,8,Month-to-month,Fiber optic,87.05,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7181-BQYBV,0.8929180291416026,1,1,Month-to-month,Fiber optic,102.45,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
3462-BJQQA,0.8928110584259241,0,6,Month-to-month,Fiber optic,89.75,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4060-LDNLU,0.8927087727165511,0,7,Month-to-month,Fiber optic,96.2,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
6734-GMPVK,0.8926468393945605,0,5,Month-to-month,Fiber optic,105.3,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0325-XBFAC,0.892574516419434,1,8,Month-to-month,Fiber optic,94.7,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0195-IESCP,0.892542010392089,1,10,Month-to-month,Fiber optic,85.25,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9809-IMGCQ,0.8924413069692904,1,22,Month-to-month,Fiber optic,96.7,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
5229-PRWKT,0.8922593989566621,1,8,Month-to-month,Fiber optic,86.55,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9725-SCPZG,0.8921415043733163,1,1,Month-to-month,Fiber optic,90.85,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
3473-XIIIT,0.8917766601017593,1,16,Month-to-month,Fiber optic,100.0,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9025-AOMKI,0.891544059007929,1,6,Month-to-month,Fiber optic,93.55,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
0365-BZUWY,0.891477993021944,0,17,Month-to-month,Fiber optic,102.55,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4140-MUHUG,0.8914496930859105,1,3,Month-to-month,Fiber optic,86.85,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
8780-IXSTS,0.8912186699556887,1,6,Month-to-month,Fiber optic,90.1,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
2215-ZAFGX,0.8909931528365302,0,9,Month-to-month,Fiber optic,85.5,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4929-XIHVW,0.8908489954184412,0,2,Month-to-month,Fiber optic,95.5,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
9290-SHCMB,0.8907993992690367,0,13,Month-to-month,Fiber optic,96.85,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0011-IGKFF,0.890652851758903,1,13,Month-to-month,Fiber optic,98.0,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9094-AZPHK,0.8906313864499444,0,15,Month-to-month,Fiber optic,100.15,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
5052-PNLOS,0.8906240129258526,1,3,Month-to-month,Fiber optic,105.35,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
5644-PDMZC,0.8905861685960299,1,2,Month-to-month,Fiber optic,89.5,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0318-QUUOB,0.8905470852401934,1,1,Month-to-month,Fiber optic,80.55,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9957-YODKZ,0.8905276497343599,0,6,Month-to-month,Fiber optic,80.8,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
2691-NZETQ,0.8904284999923255,1,9,Month-to-month,Fiber optic,85.35,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
6328-ZPBGN,0.8902888940475583,1,11,Month-to-month,Fiber optic,95.15,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
5956-YHHRX,0.8902677570025533,0,21,Month-to-month,Fiber optic,104.35,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
2077-MPJQO,0.8901166527943941,0,7,Month-to-month,Fiber optic,75.4,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7249-WBIYX,0.8900512624706801,1,10,Month-to-month,Fiber optic,85.6,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4952-YSOGZ,0.889986925571826,1,4,Month-to-month,Fiber optic,85.95,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
5698-BQJOH,0.8899388293525138,1,9,Month-to-month,Fiber optic,94.4,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
8087-LGYHQ,0.8899273069903668,0,9,Month-to-month,Fiber optic,94.05,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4415-IJZTP,0.8896946487177496,1,1,Month-to-month,Fiber optic,74.5,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0655-RBDUG,0.8896932297340393,1,7,Month-to-month,Fiber optic,98.05,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
2645-QTLMB,0.8896877518154294,1,7,Month-to-month,Fiber optic,94.25,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
2868-MZAGQ,0.8895623678230319,1,1,Month-to-month,Fiber optic,79.25,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9334-GWGOW,0.8894524856361234,0,7,Month-to-month,Fiber optic,74.85,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
6210-KBBPI,0.8893663095402138,1,9,Month-to-month,Fiber optic,99.45,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
6229-LSCKB,0.8893350335541619,0,6,Month-to-month,Fiber optic,79.7,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
6358-LYNGM,0.8892011874048115,1,1,Month-to-month,Fiber optic,74.9,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7074-IEVOJ,0.8891729166462878,1,3,Month-to-month,Fiber optic,79.4,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
1157-BQCUW,0.8891393690436877,1,1,Month-to-month,Fiber optic,74.95,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0495-RVCBF,0.8890065053186214,1,1,Month-to-month,Fiber optic,79.7,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
8816-VXNZD,0.88895373279229,1,1,Month-to-month,Fiber optic,75.1,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
1452-VOQCH,0.88895373279229,0,1,Month-to-month,Fiber optic,75.1,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
8740-CRYFY,0.888797205034573,1,1,Month-to-month,Fiber optic,78.95,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7209-JCUDS,0.8887209138045876,1,10,Month-to-month,Fiber optic,94.9,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9787-XVQIU,0.8887057946940656,1,1,Month-to-month,Fiber optic,75.3,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
5960-WPXQM,0.8886731436758586,1,1,Month-to-month,Fiber optic,79.05,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
1450-GALXR,0.8885426453365721,1,10,Month-to-month,Fiber optic,98.5,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
5834-ASPWA,0.88851952345056,1,1,Month-to-month,Fiber optic,75.45,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0334-GDDSO,0.8883906078864389,1,3,Month-to-month,Fiber optic,81.35,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
2514-GINMM,0.8881133684071455,1,1,Month-to-month,Fiber optic,79.5,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
3398-FSHON,0.8880587843915947,1,12,Month-to-month,Fiber optic,91.3,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
1761-AEZZR,0.8880510195270127,1,1,Month-to-month,Fiber optic,79.55,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
8058-INTPH,0.8879262306710259,1,1,Month-to-month,Fiber optic,79.65,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
6457-USBER,0.8876374142457091,1,1,Month-to-month,Fiber optic,80.8,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
3519-ZKXGG,0.8875706059286783,1,3,Month-to-month,Fiber optic,75.85,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9300-RENDD,0.8875511346247182,1,1,Month-to-month,Fiber optic,79.95,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
8086-OVPWV,0.8874686768219835,1,2,Month-to-month,Fiber optic,80.2,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4112-LUEIZ,0.887445773797159,1,10,Month-to-month,Fiber optic,89.5,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
8510-AWCXC,0.8874426649479555,1,13,Month-to-month,Fiber optic,100.8,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4614-NUVZD,0.8872614743005685,1,1,Month-to-month,Fiber optic,81.1,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
5494-HECPR,0.8871749426996677,1,1,Month-to-month,Fiber optic,80.25,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9124-LHCJQ,0.8871187007446542,1,1,Month-to-month,Fiber optic,85.45,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7503-ZGUZJ,0.8869691987665272,1,1,Month-to-month,Fiber optic,84.65,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7817-BOQPW,0.8868785001244686,1,2,Month-to-month,Fiber optic,75.55,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9402-ORRAH,0.8868161840933163,0,15,Month-to-month,Fiber optic,91.5,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7439-DKZTW,0.8867976527625834,0,1,Month-to-month,Fiber optic,80.55,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
2202-CUYXZ,0.8865905924900107,1,1,Month-to-month,Fiber optic,84.85,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
1567-DSCIC,0.8865113216706989,1,8,Month-to-month,Fiber optic,94.0,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7120-RFMVS,0.8864526043867208,1,1,Month-to-month,Fiber optic,84.5,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
2454-RPBRZ,0.8864021997766063,1,12,Month-to-month,Fiber optic,98.1,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
2609-IAICY,0.8863893342704013,1,1,Month-to-month,Fiber optic,77.15,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
3292-PBZEJ,0.8863148351379689,0,11,Month-to-month,Fiber optic,111.4,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
2004-OCQXK,0.8861903438980884,1,1,Month-to-month,Fiber optic,81.95,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
5868-YWPDW,0.8861598198542033,1,6,Month-to-month,Fiber optic,84.2,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9919-KNPOO,0.8859649258913248,0,21,Month-to-month,Fiber optic,94.3,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4234-XTNEA,0.8859529525197147,0,2,Month-to-month,Fiber optic,79.95,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
5597-GLBUC,0.88583150227697,1,1,Month-to-month,Fiber optic,85.45,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4514-GFCFI,0.8857933376424468,1,16,Month-to-month,Fiber optic,84.75,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4795-KTRTH,0.8855602232749176,1,5,Month-to-month,Fiber optic,81.0,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
2123-AGEEN,0.8854098699006957,0,7,Month-to-month,Fiber optic,84.35,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9878-TNQGW,0.8852652885580558,1,2,Month-to-month,Fiber optic,80.95,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
1981-INRFU,0.885153382968056,1,2,Month-to-month,Fiber optic,79.75,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0637-KVDLV,0.8850417616266284,1,2,Month-to-month,Fiber optic,76.5,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
